strategy_decision_date,strategy_fill_date,strategy_adjusted_open,strategy_equity_before_fill,strategy_equity,strategy_cash,strategy_shares,strategy_holding_exposure_for_return,strategy_target_exposure,strategy_new_exposure_after_fill,strategy_signed_share_delta,strategy_reference_price,strategy_fill_price,strategy_turnover,strategy_fees,strategy_slippage,strategy_margin_interest,strategy_trade_executed,strategy_daily_return,strategy_monetary_pnl,strategy_drawdown,buy_hold_decision_date,buy_hold_fill_date,buy_hold_adjusted_open,buy_hold_equity_before_fill,buy_hold_equity,buy_hold_cash,buy_hold_shares,buy_hold_holding_exposure_for_return,buy_hold_target_exposure,buy_hold_new_exposure_after_fill,buy_hold_signed_share_delta,buy_hold_reference_price,buy_hold_fill_price,buy_hold_turnover,buy_hold_fees,buy_hold_slippage,buy_hold_margin_interest,buy_hold_trade_executed,buy_hold_daily_return,buy_hold_monetary_pnl,buy_hold_drawdown,active_daily_return
2024-01-16,2024-01-17,179.241092939,968.097257036,968.097257036,0,5.40108990167,1,1,1,0,179.241092939,179.241092939,0,0,0,0,False,-0.00488596685693,-4.75331565491,-0.0319027429644,2024-01-16,2024-01-17,179.241092939,968.097257036,968.097257036,0,5.40108990167,1,1,1,0,179.241092939,179.241092939,0,0,0,0,False,-0.00488596685693,-4.75331565491,-0.0319027429644,0
2024-01-17,2024-01-18,184.007143587,993.839125065,993.839125065,0,5.40108990167,1,1,1,0,184.007143587,184.007143587,0,0,0,0,False,0.026590167302,25.7418680292,-0.00616087493524,2024-01-17,2024-01-18,184.007143587,993.839125065,993.839125065,0,5.40108990167,1,1,1,0,184.007143587,184.007143587,0,0,0,0,False,0.026590167302,25.7418680292,-0.00616087493524,0
2024-01-18,2024-01-19,187.210888017,1011.14283675,1011.14283675,0,5.40108990167,1,1,1,0,187.210888017,187.210888017,0,0,0,0,False,0.0174109785472,17.3037116858,0,2024-01-18,2024-01-19,187.210888017,1011.14283675,1011.14283675,0,5.40108990167,1,1,1,0,187.210888017,187.210888017,0,0,0,0,False,0.0174109785472,17.3037116858,0,0
2024-01-19,2024-01-22,190.147663766,1027.00462659,1027.00462659,0,5.40108990167,1,1,1,0,190.147663766,190.147663766,0,0,0,0,False,0.0156869922463,15.86178984,0,2024-01-19,2024-01-22,190.147663766,1027.00462659,1027.00462659,0,5.40108990167,1,1,1,0,190.147663766,190.147663766,0,0,0,0,False,0.0156869922463,15.86178984,0,0
2024-01-22,2024-01-23,192.837209399,1041.53110435,1041.53110435,0,5.40108990167,1,1,1,0,192.837209399,192.837209399,0,0,0,0,False,0.014144510535,14.5264777603,0,2024-01-22,2024-01-23,192.837209399,1041.53110435,1041.53110435,0,5.40108990167,1,1,1,0,192.837209399,192.837209399,0,0,0,0,False,0.014144510535,14.5264777603,0,0
2024-01-23,2024-01-24,193.23271418,1043.66726123,1043.66726123,0,5.40108990167,1,1,1,0,193.23271418,193.23271418,0,0,0,0,False,0.00205097751903,2.1361568804,0,2024-01-23,2024-01-24,193.23271418,1043.66726123,1043.66726123,0,5.40108990167,1,1,1,0,193.23271418,193.23271418,0,0,0,0,False,0.00205097751903,2.1361568804,0,0
2024-01-24,2024-01-25,193.035000767,1042.59939331,1042.59939331,0,5.40108990167,1,1,1,0,193.035000767,193.035000767,0,0,0,0,False,-0.00102318809539,-1.06786791724,-0.00102318809539,2024-01-24,2024-01-25,193.035000767,1042.59939331,1042.59939331,0,5.40108990167,1,1,1,0,193.035000767,193.035000767,0,0,0,0,False,-0.00102318809539,-1.06786791724,-0.00102318809539,0
2024-01-25,2024-01-26,192.095595903,1037.52558319,1037.52558319,0,5.40108990167,1,1,1,0,192.095595903,192.095595903,0,0,0,0,False,-0.00486650017065,-5.07381012548,-0.005884708921,2024-01-25,2024-01-26,192.095595903,1037.52558319,1037.52558319,0,5.40108990167,1,1,1,0,192.095595903,192.095595903,0,0,0,0,False,-0.00486650017065,-5.07381012548,-0.005884708921,0
2024-01-26,2024-01-29,189.860879723,1025.45568019,1025.45568019,0,5.40108990167,1,1,1,0,189.860879723,189.860879723,0,0,0,0,False,-0.0116333545792,-12.0699029942,-0.0174496045947,2024-01-26,2024-01-29,189.860879723,1025.45568019,1025.45568019,0,5.40108990167,1,1,1,0,189.860879723,189.860879723,0,0,0,0,False,-0.0116333545792,-12.0699029942,-0.0174496045947,0
2024-01-29,2024-01-30,188.802868215,1019.74126492,1019.74126492,0,5.40108990167,1,1,1,0,188.802868215,188.802868215,0,0,0,0,False,-0.0055725619172,-5.71441527123,-0.0229249275098,2024-01-29,2024-01-30,188.802868215,1019.74126492,1019.74126492,0,5.40108990167,1,1,1,0,188.802868215,188.802868215,0,0,0,0,False,-0.0055725619172,-5.71441527123,-0.0229249275098,0
2024-01-30,2024-01-31,184.946525709,998.912812355,998.912812355,0,5.40108990167,1,1,1,0,184.946525709,184.946525709,0,0,0,0,False,-0.0204252326399,-20.8284525685,-0.0428819131721,2024-01-30,2024-01-31,184.946525709,998.912812355,998.912812355,0,5.40108990167,1,1,1,0,184.946525709,184.946525709,0,0,0,0,False,-0.0204252326399,-20.8284525685,-0.0428819131721,0
2024-01-31,2024-02-01,181.930682227,982.623970579,982.623970579,0,5.40108990167,1,1,1,0,181.930682227,181.930682227,0,0,0,0,False,-0.0163065700772,-16.2888417757,-0.0584892263271,2024-01-31,2024-02-01,181.930682227,982.623970579,982.623970579,0,5.40108990167,1,1,1,0,181.930682227,181.930682227,0,0,0,0,False,-0.0163065700772,-16.2888417757,-0.0584892263271,0
2024-02-01,2024-02-02,177.846875471,960.566963148,960.566963148,0,5.40108990167,1,1,1,0,177.846875471,177.846875471,0,0,0,0,False,-0.0224470479969,-22.0570074305,-0.0796233638533,2024-02-01,2024-02-02,177.846875471,960.566963148,960.566963148,0,5.40108990167,1,1,1,0,177.846875471,177.846875471,0,0,0,0,False,-0.0224470479969,-22.0570074305,-0.0796233638533,0
2024-02-02,2024-02-05,186.044086338,1004.84083599,1004.84083599,0,5.40108990167,1,1,1,0,186.044086338,186.044086338,0,0,0,0,False,0.0460913965795,44.2738728397,-0.0372019193142,2024-02-02,2024-02-05,186.044086338,1004.84083599,1004.84083599,0,5.40108990167,1,1,1,0,186.044086338,186.044086338,0,0,0,0,False,0.0460913965795,44.2738728397,-0.0372019193142,0
2024-02-05,2024-02-06,184.768536364,997.9514759,997.9514759,0,5.40108990167,1,1,1,0,184.768536364,184.768536364,0,0,0,0,False,-0.00685617049127,-6.88936008812,-0.043803027104,2024-02-05,2024-02-06,184.768536364,997.9514759,997.9514759,0,5.40108990167,1,1,1,0,184.768536364,184.768536364,0,0,0,0,False,-0.00685617049127,-6.88936008812,-0.043803027104,0
2024-02-06,2024-02-07,188.506222034,1018.13905223,1018.13905223,0,5.40108990167,1,1,1,0,188.506222034,188.506222034,0,0,0,0,False,0.0202290159561,20.1875763294,-0.0244601032821,2024-02-06,2024-02-07,188.506222034,1018.13905223,1018.13905223,0,5.40108990167,1,1,1,0,188.506222034,188.506222034,0,0,0,0,False,0.0202290159561,20.1875763294,-0.0244601032821,0
2024-02-07,2024-02-08,187.270219979,1011.46329401,1011.46329401,0,5.40108990167,1,1,1,0,187.270219979,187.270219979,0,0,0,0,False,-0.00655682365098,-6.67575821764,-0.0308565463494,2024-02-07,2024-02-08,187.270219979,1011.46329401,1011.46329401,0,5.40108990167,1,1,1,0,187.270219979,187.270219979,0,0,0,0,False,-0.00655682365098,-6.67575821764,-0.0308565463494,0
2024-02-08,2024-02-09,186.776522442,1008.79678923,1008.79678923,0,5.40108990167,1,1,1,0,186.776522442,186.776522442,0,0,0,0,False,-0.00263628428043,-2.66650478224,-0.0334114840017,2024-02-08,2024-02-09,186.776522442,1008.79678923,1008.79678923,0,5.40108990167,1,1,1,0,186.776522442,186.776522442,0,0,0,0,False,-0.00263628428043,-2.66650478224,-0.0334114840017,0
2024-02-09,2024-02-12,186.548804248,1007.56686279,1007.56686279,0,5.40108990167,1,1,1,0,186.548804248,186.548804248,0,0,0,0,False,-0.00121920138,-1.22992643757,-0.0345899500543,2024-02-09,2024-02-12,186.548804248,1007.56686279,1007.56686279,0,5.40108990167,1,1,1,0,186.548804248,186.548804248,0,0,0,0,False,-0.00121920138,-1.22992643757,-0.0345899500543,0
2024-02-12,2024-02-13,183.92513863,993.396208921,993.396208921,0,5.40108990167,1,1,1,0,183.92513863,183.92513863,0,0,0,0,False,-0.0140642317589,-14.1706538709,-0.0481677007392,2024-02-12,2024-02-13,183.92513863,993.396208921,993.396208921,0,5.40108990167,1,1,1,0,183.92513863,183.92513863,0,0,0,0,False,-0.0140642317589,-14.1706538709,-0.0481677007392,0
2024-02-13,2024-02-14,183.479591516,990.989768902,990.989768902,0,5.40108990167,1,1,1,0,183.479591516,183.479591516,0,0,0,0,False,-0.00242243728855,-2.40644001879,-0.0504734547934,2024-02-13,2024-02-14,183.479591516,990.989768902,990.989768902,0,5.40108990167,1,1,1,0,183.479591516,183.479591516,0,0,0,0,False,-0.00242243728855,-2.40644001879,-0.0504734547934,0
2024-02-14,2024-02-15,181.727153927,981.524695934,981.524695934,0,5.40108990167,1,1,1,0,181.727153927,181.727153927,0,0,0,0,False,-0.0095511308644,-9.46507296806,-0.0595425070859,2024-02-14,2024-02-15,181.727153927,981.524695934,981.524695934,0,5.40108990167,1,1,1,0,181.727153927,181.727153927,0,0,0,0,False,-0.0095511308644,-9.46507296806,-0.0595425070859,0
2024-02-15,2024-02-16,181.598473773,980.829682854,980.829682854,0,5.40108990167,1,1,1,0,181.598473773,181.598473773,0,0,0,0,False,-0.000708095357119,-0.695013080088,-0.0602084406702,2024-02-15,2024-02-16,181.598473773,980.829682854,980.829682854,0,5.40108990167,1,1,1,0,181.598473773,181.598473773,0,0,0,0,False,-0.000708095357119,-0.695013080088,-0.0602084406702,0
2024-02-16,2024-02-20,179.984639133,972.113216878,972.113216878,0,5.40108990167,1,1,1,0,179.984639133,179.984639133,0,0,0,0,False,-0.00888682931246,-8.71646597612,-0.0685602078472,2024-02-16,2024-02-20,179.984639133,972.113216878,972.113216878,0,5.40108990167,1,1,1,0,179.984639133,179.984639133,0,0,0,0,False,-0.00888682931246,-8.71646597612,-0.0685602078472,0
2024-02-20,2024-02-21,180.133168335,972.915436448,972.915436448,0,5.40108990167,1,1,1,0,180.133168335,180.133168335,0,0,0,0,False,0.000825232654285,0.802219570229,-0.0677915533152,2024-02-20,2024-02-21,180.133168335,972.915436448,972.915436448,0,5.40108990167,1,1,1,0,180.133168335,180.133168335,0,0,0,0,False,0.000825232654285,0.802219570229,-0.0677915533152,0
2024-02-21,2024-02-22,181.657871103,981.150493173,981.150493173,0,5.40108990167,1,1,1,0,181.657871103,181.657871103,0,0,0,0,False,0.00846430883584,8.23505672525,-0.0599010531231,2024-02-21,2024-02-22,181.657871103,981.150493173,981.150493173,0,5.40108990167,1,1,1,0,181.657871103,181.657871103,0,0,0,0,False,0.00846430883584,8.23505672525,-0.0599010531231,0
2024-02-22,2024-02-23,183.17267506,989.332085531,989.332085531,0,5.40108990167,1,1,1,0,183.17267506,183.17267506,0,0,0,0,False,0.00833877413777,8.18159235773,-0.052061780338,2024-02-22,2024-02-23,183.17267506,989.332085531,989.332085531,0,5.40108990167,1,1,1,0,183.17267506,183.17267506,0,0,0,0,False,0.00833877413777,8.18159235773,-0.052061780338,0
2024-02-23,2024-02-26,180.430192545,974.519690911,974.519690911,0,5.40108990167,1,1,1,0,180.430192545,180.430192545,0,0,0,0,False,-0.0149721158714,-14.8123946198,-0.0662544212017,2024-02-23,2024-02-26,180.430192545,974.519690911,974.519690911,0,5.40108990167,1,1,1,0,180.430192545,180.430192545,0,0,0,0,False,-0.0149721158714,-14.8123946198,-0.0662544212017,0
2024-02-26,2024-02-27,179.301510266,968.42357645,968.42357645,0,5.40108990167,1,1,1,0,179.301510266,179.301510266,0,0,0,0,False,-0.00625550670575,-6.09611446139,-0.0720954729313,2024-02-26,2024-02-27,179.301510266,968.42357645,968.42357645,0,5.40108990167,1,1,1,0,179.301510266,179.301510266,0,0,0,0,False,-0.00625550670575,-6.09611446139,-0.0720954729313,0
2024-02-27,2024-02-28,180.697488238,975.963378978,975.963378978,0,5.40108990167,1,1,1,0,180.697488238,180.697488238,0,0,0,0,False,0.00778564536324,7.53980252764,-0.0648711373526,2024-02-27,2024-02-28,180.697488238,975.963378978,975.963378978,0,5.40108990167,1,1,1,0,180.697488238,180.697488238,0,0,0,0,False,0.00778564536324,7.53980252764,-0.0648711373526,0
2024-02-28,2024-02-29,179.469826725,969.332668779,969.332668779,0,5.40108990167,1,1,1,0,179.469826725,179.469826725,0,0,0,0,False,-0.00679401537115,-6.63071019845,-0.0712244172194,2024-02-28,2024-02-29,179.469826725,969.332668779,969.332668779,0,5.40108990167,1,1,1,0,179.469826725,179.469826725,0,0,0,0,False,-0.00679401537115,-6.63071019845,-0.0712244172194,0
2024-02-29,2024-03-01,177.766915766,960.135093594,960.135093594,0,5.40108990167,1,1,1,0,177.766915766,177.766915766,0,0,0,0,False,-0.00948856412397,-9.19757518517,-0.0800371638934,2024-02-29,2024-03-01,177.766915766,960.135093594,960.135093594,0,5.40108990167,1,1,1,0,177.766915766,177.766915766,0,0,0,0,False,-0.00948856412397,-9.19757518517,-0.0800371638934,0
2024-03-01,2024-03-04,174.400659675,941.953641816,941.953641816,0,5.40108990167,1,1,1,0,174.400659675,174.400659675,0,0,0,0,False,-0.0189363474982,-18.1814517775,-0.0974578998433,2024-03-01,2024-03-04,174.400659675,941.953641816,941.953641816,0,5.40108990167,1,1,1,0,174.400659675,174.400659675,0,0,0,0,False,-0.0189363474982,-18.1814517775,-0.0974578998433,0
2024-03-04,2024-03-05,169.064170264,913.130782747,913.130782747,0,5.40108990167,1,1,1,0,169.064170264,169.064170264,0,0,0,0,False,-0.0305990207904,-28.8228590696,-0.12507480433,2024-03-04,2024-03-05,169.064170264,913.130782747,913.130782747,0,5.40108990167,1,1,1,0,169.064170264,169.064170264,0,0,0,0,False,-0.0305990207904,-28.8228590696,-0.12507480433,0
2024-03-05,2024-03-06,169.361211867,914.735131152,914.735131152,0,5.40108990167,1,1,1,0,169.361211867,169.361211867,0,0,0,0,False,0.00175697549102,1.60434840538,-0.123537582205,2024-03-05,2024-03-06,169.361211867,914.735131152,914.735131152,0,5.40108990167,1,1,1,0,169.361211867,169.361211867,0,0,0,0,False,0.00175697549102,1.60434840538,-0.123537582205,0
2024-03-06,2024-03-07,167.470144303,904.521305227,904.521305227,0,5.40108990167,1,1,1,0,167.470144303,167.470144303,0,0,0,0,False,-0.0111658835187,-10.2138259249,-0.133324059471,2024-03-06,2024-03-07,167.470144303,904.521305227,904.521305227,0,5.40108990167,1,1,1,0,167.470144303,167.470144303,0,0,0,0,False,-0.0111658835187,-10.2138259249,-0.133324059471,0
2024-03-07,2024-03-08,167.321654531,903.719298617,903.719298617,0,5.40108990167,1,1,1,0,167.321654531,167.321654531,0,0,0,0,False,-0.000886664145377,-0.802006610075,-0.134092509953,2024-03-07,2024-03-08,167.321654531,903.719298617,903.719298617,0,5.40108990167,1,1,1,0,167.321654531,167.321654531,0,0,0,0,False,-0.000886664145377,-0.802006610075,-0.134092509953,0
2024-03-08,2024-03-11,171.222554635,924.78841078,924.78841078,0,5.40108990167,1,1,1,0,171.222554635,171.222554635,0,0,0,0,False,0.023313779173,21.0691121624,-0.113904933946,2024-03-08,2024-03-11,171.222554635,924.78841078,924.78841078,0,5.40108990167,1,1,1,0,171.222554635,171.222554635,0,0,0,0,False,0.023313779173,21.0691121624,-0.113904933946,0
2024-03-11,2024-03-12,171.430466728,925.911362682,925.911362682,0,5.40108990167,1,1,1,0,171.430466728,171.430466728,0,0,0,0,False,0.00121427981699,1.1229519022,-0.112828966591,2024-03-11,2024-03-12,171.430466728,925.911362682,925.911362682,0,5.40108990167,1,1,1,0,171.430466728,171.430466728,0,0,0,0,False,0.00121427981699,1.1229519022,-0.112828966591,0
2024-03-12,2024-03-13,171.054254828,923.879408388,923.879408388,0,5.40108990167,1,1,1,0,171.054254828,171.054254828,0,0,0,0,False,-0.00219454515417,-2.03195429417,-0.114775903483,2024-03-12,2024-03-13,171.054254828,923.879408388,923.879408388,0,5.40108990167,1,1,1,0,171.054254828,171.054254828,0,0,0,0,False,-0.00219454515417,-2.03195429417,-0.114775903483,0
2024-03-13,2024-03-14,171.192834061,924.627887288,924.627887288,0,5.40108990167,1,1,1,0,171.192834061,171.192834061,0,0,0,0,False,0.000810147832674,0.748478900357,-0.1140587411,2024-03-13,2024-03-14,171.192834061,924.627887288,924.627887288,0,5.40108990167,1,1,1,0,171.192834061,171.192834061,0,0,0,0,False,0.000810147832674,0.748478900357,-0.1140587411,0
2024-03-14,2024-03-15,169.470103699,915.323265725,915.323265725,0,5.40108990167,1,1,1,0,169.470103699,169.470103699,0,0,0,0,False,-0.0100630985615,-9.30462156252,-0.122974055308,2024-03-14,2024-03-15,169.470103699,915.323265725,915.323265725,0,5.40108990167,1,1,1,0,169.470103699,169.470103699,0,0,0,0,False,-0.0100630985615,-9.30462156252,-0.122974055308,0
2024-03-15,2024-03-18,173.826445962,938.852261926,938.852261926,0,5.40108990167,1,1,1,0,173.826445962,173.826445962,0,0,0,0,False,0.0257056682399,23.528996201,-0.100429517336,2024-03-15,2024-03-18,173.826445962,938.852261926,938.852261926,0,5.40108990167,1,1,1,0,173.826445962,173.826445962,0,0,0,0,False,0.0257056682399,23.528996201,-0.100429517336,0
2024-03-18,2024-03-19,172.608619172,932.274669954,932.274669954,0,5.40108990167,1,1,1,0,172.608619172,172.608619172,0,0,0,0,False,-0.00700599257156,-6.57759197285,-0.106731901455,2024-03-18,2024-03-19,172.608619172,932.274669954,932.274669954,0,5.40108990167,1,1,1,0,172.608619172,172.608619172,0,0,0,0,False,-0.00700599257156,-6.57759197285,-0.106731901455,0
2024-03-19,2024-03-20,173.974944304,939.654314824,939.654314824,0,5.40108990167,1,1,1,0,173.974944304,173.974944304,0,0,0,0,False,0.00791574104513,7.37964487028,-0.0996610225032,2024-03-19,2024-03-20,173.974944304,939.654314824,939.654314824,0,5.40108990167,1,1,1,0,173.974944304,173.974944304,0,0,0,0,False,0.00791574104513,7.37964487028,-0.0996610225032,0
2024-03-20,2024-03-21,175.291705404,946.766259902,946.766259902,0,5.40108990167,1,1,1,0,175.291705404,175.291705404,0,0,0,0,False,0.00756868240384,7.1119450783,-0.0928466427267,2024-03-20,2024-03-21,175.291705404,946.766259902,946.766259902,0,5.40108990167,1,1,1,0,175.291705404,175.291705404,0,0,0,0,False,0.00756868240384,7.1119450783,-0.0928466427267,0
2024-03-21,2024-03-22,170.054266882,918.478383595,918.478383595,0,5.40108990167,1,1,1,0,170.054266882,170.054266882,0,0,0,0,False,-0.0298784161469,-28.2878763072,-0.119950948244,2024-03-21,2024-03-22,170.054266882,918.478383595,918.478383595,0,5.40108990167,1,1,1,0,170.054266882,170.054266882,0,0,0,0,False,-0.0298784161469,-28.2878763072,-0.119950948244,0
2024-03-22,2024-03-25,168.876102159,912.115010005,912.115010005,0,5.40108990167,1,1,1,0,168.876102159,168.876102159,0,0,0,0,False,-0.00692816913637,-6.36337358964,-0.126048076923,2024-03-22,2024-03-25,168.876102159,912.115010005,912.115010005,0,5.40108990167,1,1,1,0,168.876102159,168.876102159,0,0,0,0,False,-0.00692816913637,-6.36337358964,-0.126048076923,0
2024-03-25,2024-03-26,168.311756352,909.066927566,909.066927566,0,5.40108990167,1,1,1,0,168.311756352,168.311756352,0,0,0,0,False,-0.00334177423437,-3.04808243922,-0.128968626942,2024-03-25,2024-03-26,168.311756352,909.066927566,909.066927566,0,5.40108990167,1,1,1,0,168.311756352,168.311756352,0,0,0,0,False,-0.00334177423437,-3.04808243922,-0.128968626942,0
2024-03-26,2024-03-27,168.717672943,911.259319565,911.259319565,0,5.40108990167,1,1,1,0,168.717672943,168.717672943,0,0,0,0,False,0.00241169481828,2.19239199868,-0.126867965093,2024-03-26,2024-03-27,168.717672943,911.259319565,911.259319565,0,5.40108990167,1,1,1,0,168.717672943,168.717672943,0,0,0,0,False,0.00241169481828,2.19239199868,-0.126867965093,0
2024-03-27,2024-03-28,170.044376734,918.424966014,918.424966014,0,5.40108990167,1,1,1,0,170.044376734,170.044376734,0,0,0,0,False,0.00786345477626,7.16564644884,-0.120002130823,2024-03-27,2024-03-28,170.044376734,918.424966014,918.424966014,0,5.40108990167,1,1,1,0,170.044376734,170.044376734,0,0,0,0,False,0.00786345477626,7.16564644884,-0.120002130823,0
2024-03-28,2024-04-01,169.489914328,915.430264715,915.430264715,0,5.40108990167,1,1,1,0,169.489914328,169.489914328,0,0,0,0,False,-0.00326069239148,-2.99470129883,-0.122871533179,2024-03-28,2024-04-01,169.489914328,915.430264715,915.430264715,0,5.40108990167,1,1,1,0,169.489914328,169.489914328,0,0,0,0,False,-0.00326069239148,-2.99470129883,-0.122871533179,0
2024-04-01,2024-04-02,167.400891074,904.14726231,904.14726231,0,5.40108990167,1,1,1,0,167.400891074,167.400891074,0,0,0,0,False,-0.0123253543603,-11.2830024048,-0.133682452352,2024-04-01,2024-04-02,167.400891074,904.14726231,904.14726231,0,5.40108990167,1,1,1,0,167.400891074,167.400891074,0,0,0,0,False,-0.0123253543603,-11.2830024048,-0.133682452352,0
2024-04-02,2024-04-03,167.113749965,902.596387368,902.596387368,0,5.40108990167,1,1,1,0,167.113749965,167.113749965,0,0,0,0,False,-0.00171529020451,-1.55087494248,-0.135168438356,2024-04-02,2024-04-03,167.113749965,902.596387368,902.596387368,0,5.40108990167,1,1,1,0,167.113749965,167.113749965,0,0,0,0,False,-0.00171529020451,-1.55087494248,-0.135168438356,0
2024-04-03,2024-04-04,168.59885073,910.61755011,910.61755011,0,5.40108990167,1,1,1,0,168.59885073,168.59885073,0,0,0,0,False,0.00888676583955,8.02116274216,-0.127482882777,2024-04-03,2024-04-04,168.59885073,910.61755011,910.61755011,0,5.40108990167,1,1,1,0,168.59885073,168.59885073,0,0,0,0,False,0.00888676583955,8.02116274216,-0.127482882777,0
2024-04-04,2024-04-05,167.905815052,906.874402111,906.874402111,0,5.40108990167,1,1,1,0,167.905815052,167.905815052,0,0,0,0,False,-0.0041105599148,-3.7431479992,-0.131069416664,2024-04-04,2024-04-05,167.905815052,906.874402111,906.874402111,0,5.40108990167,1,1,1,0,167.905815052,167.905815052,0,0,0,0,False,-0.0041105599148,-3.7431479992,-0.131069416664,0
2024-04-05,2024-04-08,167.351387306,903.879888009,903.879888009,0,5.40108990167,1,1,1,0,167.351387306,167.351387306,0,0,0,0,False,-0.00330201634827,-2.99451410159,-0.133938639655,2024-04-05,2024-04-08,167.351387306,903.879888009,903.879888009,0,5.40108990167,1,1,1,0,167.351387306,167.351387306,0,0,0,0,False,-0.00330201634827,-2.99451410159,-0.133938639655,0
2024-04-08,2024-04-09,167.024647671,902.115137865,902.115137865,0,5.40108990167,1,1,1,0,167.024647671,167.024647671,0,0,0,0,False,-0.00195241665083,-1.7647501437,-0.135629552276,2024-04-08,2024-04-09,167.024647671,902.115137865,902.115137865,0,5.40108990167,1,1,1,0,167.024647671,167.024647671,0,0,0,0,False,-0.00195241665083,-1.7647501437,-0.135629552276,0
2024-04-09,2024-04-10,167.123659456,902.649909418,902.649909418,0,5.40108990167,1,1,1,0,167.123659456,167.123659456,0,0,0,0,False,0.000592797449031,0.534771552459,-0.13511715568,2024-04-09,2024-04-10,167.123659456,902.649909418,902.649909418,0,5.40108990167,1,1,1,0,167.123659456,167.123659456,0,0,0,0,False,0.000592797449031,0.534771552459,-0.13511715568,0
2024-04-10,2024-04-11,166.668221842,900.190049919,900.190049919,0,5.40108990167,1,1,1,0,166.668221842,166.668221842,0,0,0,0,False,-0.00272515343219,-2.45985949871,-0.137474094131,2024-04-10,2024-04-11,166.668221842,900.190049919,900.190049919,0,5.40108990167,1,1,1,0,166.668221842,166.668221842,0,0,0,0,False,-0.00272515343219,-2.45985949871,-0.137474094131,0
2024-04-11,2024-04-12,172.529425335,931.846936917,931.846936917,0,5.40108990167,1,1,1,0,172.529425335,172.529425335,0,0,0,0,False,0.0351668928137,31.6568869975,-0.107141738051,2024-04-11,2024-04-12,172.529425335,931.846936917,931.846936917,0,5.40108990167,1,1,1,0,172.529425335,172.529425335,0,0,0,0,False,0.0351668928137,31.6568869975,-0.107141738051,0
2024-04-12,2024-04-15,173.618519326,937.729231474,937.729231474,0,5.40108990167,1,1,1,0,173.618519326,173.618519326,0,0,0,0,False,0.0063125115552,5.88229455697,-0.101505559955,2024-04-12,2024-04-15,173.618519326,937.729231474,937.729231474,0,5.40108990167,1,1,1,0,173.618519326,173.618519326,0,0,0,0,False,0.0063125115552,5.88229455697,-0.101505559955,0
2024-04-15,2024-04-16,170.04434992,918.424821187,918.424821187,0,5.40108990167,1,1,1,0,170.04434992,170.04434992,0,0,0,0,False,-0.0205863373332,-19.3044102864,-0.12000226959,2024-04-15,2024-04-16,170.04434992,918.424821187,918.424821187,0,5.40108990167,1,1,1,0,170.04434992,170.04434992,0,0,0,0,False,-0.0205863373332,-19.3044102864,-0.12000226959,0
2024-04-16,2024-04-17,167.925615813,906.981347801,906.981347801,0,5.40108990167,1,1,1,0,167.925615813,167.925615813,0,0,0,0,False,-0.0124598912421,-11.4434733861,-0.130966945604,2024-04-16,2024-04-17,167.925615813,906.981347801,906.981347801,0,5.40108990167,1,1,1,0,167.925615813,167.925615813,0,0,0,0,False,-0.0124598912421,-11.4434733861,-0.130966945604,0
2024-04-17,2024-04-18,166.361292521,898.532297065,898.532297065,0,5.40108990167,1,1,1,0,166.361292521,166.361292521,0,0,0,0,False,-0.00931557275904,-8.44905073653,-0.139062486252,2024-04-17,2024-04-18,166.361292521,898.532297065,898.532297065,0,5.40108990167,1,1,1,0,166.361292521,166.361292521,0,0,0,0,False,-0.00931557275904,-8.44905073653,-0.139062486252,0
2024-04-18,2024-04-19,164.559394699,888.800084932,888.800084932,0,5.40108990167,1,1,1,0,164.559394699,164.559394699,0,0,0,0,False,-0.0108312324049,-9.73221213282,-0.14838750055,2024-04-18,2024-04-19,164.559394699,888.800084932,888.800084932,0,5.40108990167,1,1,1,0,164.559394699,164.559394699,0,0,0,0,False,-0.0108312324049,-9.73221213282,-0.14838750055,0
2024-04-19,2024-04-22,163.876239946,885.110304698,885.110304698,0,5.40108990167,1,1,1,0,163.876239946,163.876239946,0,0,0,0,False,-0.00415141750786,-3.68978023358,-0.15192289959,2024-04-19,2024-04-22,163.876239946,885.110304698,885.110304698,0,5.40108990167,1,1,1,0,163.876239946,163.876239946,0,0,0,0,False,-0.00415141750786,-3.68978023358,-0.15192289959,0
2024-04-22,2024-04-23,163.70791309,884.201156215,884.201156215,0,5.40108990167,1,1,1,0,163.70791309,163.70791309,0,0,0,0,False,-0.00102715839879,-0.909148483328,-0.152794009106,2024-04-22,2024-04-23,163.70791309,884.201156215,884.201156215,0,5.40108990167,1,1,1,0,163.70791309,163.70791309,0,0,0,0,False,-0.00102715839879,-0.909148483328,-0.152794009106,0
2024-04-23,2024-04-24,164.886109334,890.564700049,890.564700049,0,5.40108990167,1,1,1,0,164.886109334,164.886109334,0,0,0,0,False,0.00719694131787,6.36354383447,-0.146696717306,2024-04-23,2024-04-24,164.886109334,890.564700049,890.564700049,0,5.40108990167,1,1,1,0,164.886109334,164.886109334,0,0,0,0,False,0.00719694131787,6.36354383447,-0.146696717306,0
2024-04-24,2024-04-25,167.846424837,906.553630219,906.100353404,906.100353404,0,1,0,0,-5.40108990167,167.846424837,167.762501625,1,0,0.45327681511,0,True,0.0174447217075,15.5356533548,-0.131811079007,2024-04-24,2024-04-25,167.846424837,906.553630219,906.553630219,0,5.40108990167,1,1,1,0,167.846424837,167.846424837,0,0,0,0,False,0.0179536985567,15.98893017,-0.131376767391,-0.000508976849278
